"","df_rent.Response_X","df_rent.Response_Y","df_rent.FarePerSquare","df_rent.cata"
"1264",121.53285,25.015886,6666.666667,"high"
"1265",121.529727,25.033236,2000,"high"
"1266",121.550678,25.039158,5000,"high"
"1267",121.548478,25.047618,8333.333333,"high"
"1268",121.546008,25.044847,2500,"high"
"1269",121.53285,25.015886,4000,"high"
"1270",121.524658,25.035516,5750,"high"
"1271",121.511712,25.046306,6800,"high"
"1272",121.550205,25.03291,2600,"high"
"1273",121.507581,25.030732,2909.090909,"low"
"1274",121.5501,25.057935,7272.727273,"low"
"1275",121.507581,25.030732,2888.888889,"low"
"1276",121.507581,25.030732,2869.565217,"low"
"1277",121.526521,25.118856,1748.251748,"low"
"1278",121.523746,25.045626,3048.780488,"high"
"1279",121.568247,25.059904,1357.142857,"low"
"1280",121.526567,25.10302,1500,"low"
"1281",121.543453,25.049248,4000,"low"
"1282",121.553298,25.047912,4210.526316,"high"
"1283",121.558091,25.05132,1847.826087,"low"
"1284",121.534659,25.049634,6500,"high"
"1285",121.547504,25.052319,2500,"high"
"1286",121.53139,25.051323,2307.692308,"high"
"1287",121.54399,25.041391,2282.608696,"high"
"1288",121.525764,25.086654,1666.666667,"low"
"1289",121.54945,25.043615,6666.666667,"high"
"1290",121.558111,25.048117,1154.3103,"low"
"1291",121.547798,25.024482,2062.5,"high"
"1292",121.521924,25.079789,1808.510638,"low"
"1293",121.537948,25.051784,11666.66667,"low"
"1294",121.558111,25.048117,1481.481481,"low"
"1295",121.558111,25.048117,1615.384615,"low"
"1296",121.557111,25.060134,2857.142857,"low"
"1297",121.5501,25.057935,5000,"low"
"1298",121.544882,25.038231,1777.777778,"high"
"1299",121.540305,25.047037,1960,"high"
"1300",121.521814,25.052535,9500,"high"
"1301",121.537948,25.051784,7761.19403,"low"
"1302",121.544131,25.047256,6000,"high"
"1303",121.559719,25.031618,1875,"high"
"1304",121.519611,25.046198,5666.666667,"high"
"1305",121.552583,25.031251,4000,"high"
"1306",121.519374,25.028204,3500,"high"
"1307",121.568165,25.045872,1640,"high"
"1308",121.559115,25.085345,1250,"medium"
"1309",121.565242,25.041292,4000,"high"
"1310",121.548478,25.047618,4000,"high"
"1311",121.521164,25.029148,2200,"high"
"1312",121.5501,25.057935,6000,"low"
"1313",121.507974,25.044561,2250,"low"
"1314",121.544268,25.048715,6000,"low"
"1315",121.552583,25.031251,5000,"high"
"1316",121.554355,25.031859,6000,"high"
"1317",121.583578,25.069284,2100,"medium"
"1318",121.540305,25.047037,2266.666667,"high"
"1319",121.530343,25.042799,1900,"high"
"1320",121.513383,25.046698,3666.666667,"high"
"1321",121.546008,25.044847,6666.666667,"high"
"1322",121.529727,25.033236,4000,"high"
"1323",121.560734,25.057369,2083.333333,"low"
"1324",121.544127,25.033562,4285.714286,"high"
"1325",121.554248,25.028028,1702.12766,"high"
"1326",121.549852,25.042852,2000,"high"
"1327",121.533245,25.04458,2500,"high"
"1328",121.533245,25.04458,2600,"high"
"1329",121.538855,25.078913,4545.454545,"high"
"1330",121.529934,25.05022,1515.151515,"high"
"1331",121.54399,25.041391,13600,"high"
"1332",121.529934,25.05022,2906.976744,"high"
"1333",121.55643,25.058239,3888.888889,"low"
"1334",121.544882,25.038231,2000,"high"
"1335",121.552583,25.031251,3333.333333,"high"
"1336",121.54399,25.041391,7083.333333,"high"
"1337",121.528652,25.024416,11000,"high"
"1338",121.546008,25.044847,6533.333333,"high"
"1339",121.544127,25.033562,3125,"high"
"1340",121.525585,25.038065,2500,"high"
"1341",121.570065,25.050049,3500,"high"
"1342",121.552583,25.031251,1339.285714,"high"
"1343",121.520064,25.070773,2000,"low"
"1344",121.56374,25.05384,1250,"low"
"1345",121.548359,25.051549,1142.857143,"low"
"1346",121.548478,25.047618,9933.774834,"high"
"1347",121.550205,25.03291,3000,"high"
"1348",121.525764,25.086654,2347.826087,"low"
"1349",121.581278,25.036905,3461.538462,"high"
"1350",121.534549,25.025397,6400,"high"
"1351",121.548359,25.051549,2857.142857,"low"
"1352",121.51166,25.054089,2833.333333,"low"
"1353",121.553882,25.019957,928.5714286,"high"
"1354",121.537948,25.051784,8050.314465,"high"
"1355",121.558091,25.05132,9583.333333,"low"
"1356",121.556846,25.029444,1416.666667,"high"
"1357",121.536729,25.046543,3984.67433,"high"
"1358",121.526567,25.10302,2011.494253,"low"
"1359",121.525764,25.086654,2391.304348,"low"
"1360",121.533245,25.04458,3137.254902,"low"
"1361",121.530307,25.048402,2888.888889,"high"
"1362",121.538855,25.078913,2500,"high"
"1363",121.528204,25.063079,2241.37931,"high"
"1364",121.51466,25.045232,8000,"high"
"1365",121.54399,25.041391,20000,"high"
"1366",121.525967,25.083489,1333.333333,"low"
"1367",121.533172,25.044697,1000,"high"
"1368",121.558091,25.05132,6900,"low"
"1369",121.612784,25.068946,2066.666667,"medium"
"1370",121.51395,25.049488,4800,"low"
"1371",121.583578,25.069284,2262.443439,"medium"
"1372",121.550678,25.039158,2000,"high"
"1373",121.539794,25.058057,1681.818182,"low"
"1374",121.579443,25.079019,960,"medium"
"1375",121.52906,25.096419,7600,"low"
"1376",121.538855,25.078913,2833.333333,"high"
"1377",121.518632,25.063606,1568.181818,"low"
"1378",121.521477,25.02709,2678.571429,"high"
"1379",121.515575,25.116009,2717.391304,"low"
"1380",121.527815,25.049199,5000,"high"
"1381",121.513098,25.080335,1200,"low"
"1382",121.552495,25.052508,6000,"low"
"1383",121.498274,25.032222,1219.512195,"low"
"1384",121.5501,25.057935,6000,"low"
"1385",121.574048,25.065478,2708.333333,"medium"
"1386",121.522797,25.083406,933.3333333,"low"
"1387",121.558091,25.05132,2921.348315,"low"
"1388",121.533131,25.045912,3512.396694,"high"
"1389",121.554355,25.031859,8125,"high"
"1390",121.565922,24.988555,1250,"medium"
"1391",121.565922,24.988555,2307.692308,"medium"
"1392",121.565242,25.041292,3933.333333,"high"
"1393",121.502827,25.138496,2083.333333,"low"
"1394",121.514276,25.046205,1904.761905,"high"
"1395",121.524886,25.086462,1724.137931,"low"
"1396",121.548478,25.047618,5813.953488,"high"
"1397",121.513098,25.080335,1909.090909,"low"
"1398",121.54156,25.078606,1717.090909,"high"
"1399",121.518414,25.073757,1250,"low"
"1400",121.544131,25.047256,25000,"high"
"1401",121.5501,25.057935,6000,"low"
"1402",121.510995,25.04667,1222.222222,"high"
"1403",121.517967,25.056096,2368.421053,"low"
"1404",121.570506,25.045405,1100,"high"
"1405",121.557644,25.047772,4375,"high"
"1406",121.558091,25.05132,1875,"low"
"1407",121.575004,25.056391,1503.816794,"medium"
"1408",121.525764,25.086654,10000,"low"
"1409",121.544127,25.033562,2571.428571,"high"
"1410",121.54399,25.041391,4038.461538,"high"
"1411",121.548478,25.047618,4000,"high"
"1412",121.510995,25.04667,3500,"high"
"1413",121.552583,25.031251,3409.090909,"high"
"1414",121.548478,25.047618,5000,"high"
"1415",121.552583,25.031251,2125,"high"
"1416",121.548478,25.047618,6250,"high"
"1417",121.538203,25.033078,4705.882353,"high"
"1418",121.538203,25.033078,3500,"high"
"1419",121.560508,25.032204,1923.076923,"high"
"1420",121.552583,25.031251,5000,"high"
"1421",121.552583,25.031251,5753.424658,"high"
"1422",121.577392,25.047274,8000,"high"
"1423",121.549328,25.047842,3666.666667,"low"
"1424",121.533131,25.045912,2450,"high"
"1425",121.552583,25.031251,1907.949791,"high"
"1426",121.557644,25.047772,3369.481022,"high"
"1427",121.53338,25.042029,10000,"high"
"1428",121.524658,25.035516,5952.380952,"high"
"1429",121.524658,25.035516,8000,"high"
"1430",121.524731,25.058197,671.7557252,"high"
"1431",121.523746,25.045626,2835.365854,"high"
"1432",121.514892,25.046201,1935.483871,"high"
"1433",121.514892,25.046201,2000,"high"
"1434",121.522755,25.064856,2878.787879,"high"
"1435",121.511712,25.046306,3719.008264,"high"
"1436",121.537596,25.008783,1050,"medium"
"1437",121.51395,25.049488,5813.953488,"low"
"1438",121.583578,25.069284,2262.443439,"medium"
"1439",121.544268,25.048715,2580.645161,"high"
"1440",121.546008,25.044847,6743.589744,"high"
"1441",121.553298,25.047912,1666.666667,"high"
"1442",121.509372,25.04762,5952.380952,"low"
"1443",121.546008,25.044847,4473.684211,"high"
"1444",121.548478,25.047618,5952.380952,"low"
"1445",121.557644,25.047772,3714.285714,"high"
"1446",121.54399,25.041391,4000,"high"
"1447",121.507974,25.044561,2912.621359,"low"
"1448",121.553298,25.047912,8125,"high"
"1449",121.54399,25.041391,1875,"high"
"1450",121.565242,25.041292,3000,"high"
"1451",121.544268,25.048715,3285.714286,"low"
"1452",121.536039,25.025688,3529.411765,"high"
"1453",121.546008,25.044847,6666.666667,"high"
"1454",121.522921,25.062953,4193.548387,"high"
"1455",121.558111,25.048117,4000,"low"
"1456",121.553298,25.047912,8888.888889,"high"
"1457",121.533096,25.03379,1917.808219,"high"
"1458",121.523931,25.060435,2166.666667,"high"
"1459",121.517264,25.044729,11000,"high"
"1460",121.554355,25.031859,8571.428571,"high"
"1461",121.528752,25.016064,5000,"high"
"1462",121.533597,25.040255,1777.777778,"high"
"1463",121.546656,25.038657,2363.636364,"high"
"1464",121.551437,25.042759,6533.333333,"high"
"1465",121.543792,25.032595,2700,"high"
"1466",121.53338,25.042029,4666.666667,"high"
"1467",121.549328,25.047842,1800,"low"
"1468",121.561134,25.030699,3846.153846,"high"
"1469",121.539351,25.000381,2600,"medium"
"1470",121.55643,25.058239,3500,"low"
"1471",121.528652,25.024416,6000,"high"
"1472",121.583578,25.069284,2434,"medium"
"1473",121.558091,25.05132,4888.888889,"low"
"1474",121.54399,25.041391,5000,"high"
"1475",121.5212,25.049836,1333.333333,"high"
"1476",121.500256,25.041392,2222.222222,"low"
"1477",121.523438,25.080081,1200,"low"
"1478",121.51848,25.089335,1437.5,"low"
"1479",121.570065,25.050049,2800,"high"
"1480",121.590244,25.07776,500,"medium"
"1481",121.5501,25.057935,3750,"low"
"1482",121.540305,25.047037,3000,"high"
"1483",121.557644,25.047772,5000,"high"
"1484",121.52359,25.054858,2800,"high"
"1485",121.558091,25.05132,4000,"low"
"1486",121.519611,25.046198,5120,"high"
"1487",121.544882,25.038231,5565.217391,"high"
"1488",121.546618,25.043217,7500,"high"
"1489",121.532475,25.043796,9500,"high"
"1490",121.529727,25.033236,8500,"high"
"1491",121.54584,25.02662,2681.818182,"high"
"1492",121.523069,25.065383,1416.666667,"high"
"1493",121.523069,25.065383,972.2222222,"high"
"1494",121.5544,25.033631,1166.666667,"high"
"1495",121.53001,25.110292,5555.555556,"low"
"1496",121.53338,25.042029,6360.424028,"high"
"1497",121.551724,25.039244,5565.217391,"high"
"1498",121.553298,25.047912,7161.290323,"high"
"1499",121.553298,25.047912,1818.181818,"high"
"1500",121.544059,25.035201,1700,"high"
"1501",121.552883,25.041847,3666.666667,"high"
"1502",121.539946,25.042722,1875,"high"
"1503",121.562862,25.042462,7500,"high"
"1504",121.544131,25.047256,5238.095238,"high"
"1505",121.544882,25.038231,9500,"high"
"1506",121.531733,25.047028,1276.595745,"high"
"1507",121.524658,25.035516,5714.285714,"high"
"1508",121.568704,25.04465,5714.285714,"high"
"1509",121.549328,25.047842,4838.709677,"low"
"1510",121.521814,25.052535,9500,"high"
"1511",121.557644,25.047772,1711.229947,"high"
"1512",121.558308,25.05964,2040.816327,"low"
"1513",121.577392,25.047274,3863.636364,"high"
"1514",121.515671,25.033582,3750,"high"
"1515",121.558091,25.05132,5000,"low"
"1516",121.546008,25.044847,5357.142857,"high"
"1517",121.552495,25.052508,1650,"low"
"1518",121.552495,25.052508,1650,"low"
"1519",121.534905,25.06634,1043.956044,"high"
"1520",121.53285,25.015886,6000,"high"
"1521",121.557644,25.047772,5000,"high"
"1522",121.549185,25.031523,3000,"high"
"1523",121.528652,25.024416,9000,"high"
"1524",121.544882,25.038231,2635.135135,"high"
"1525",121.53338,25.042029,6000,"high"
"1526",121.544268,25.048715,5866.666667,"low"
"1527",121.557644,25.047772,2894.736842,"high"
"1528",121.552583,25.031251,6000,"high"
"1529",121.544127,25.033562,4500,"high"
"1530",121.544882,25.038231,3673.469388,"high"
"1531",121.546008,25.044847,6666.666667,"high"
"1532",121.543792,25.032595,4900,"high"
"1533",121.547798,25.024482,3600,"high"
"1534",121.54399,25.041391,6586.666667,"high"
"1535",121.557644,25.047772,5500,"high"
"1536",121.559289,25.032233,2933.333333,"high"
"1537",121.540305,25.047037,1000,"high"
"1538",121.557644,25.047772,4687.5,"high"
"1539",121.550678,25.039158,2500,"high"
"1540",121.521977,25.049638,3600,"high"
"1541",121.524886,25.086462,3000,"low"
"1542",121.59081,25.08092,3285.714286,"medium"
"1543",121.552583,25.031251,5500,"high"
"1544",121.524658,25.035516,6395.348837,"high"
"1545",121.574048,25.065478,2352.941176,"medium"
"1546",121.557644,25.047772,3000,"high"
"1547",121.570065,25.050049,3333.333333,"high"
"1548",121.536039,25.025688,3529.411765,"high"
"1549",121.526567,25.10302,1800,"low"
"1550",121.552495,25.052508,1650,"low"
"1551",121.552495,25.052508,1650,"low"
"1552",121.51166,25.054089,1000,"low"
"1553",121.529934,25.05022,2750,"high"
"1554",121.524659,25.023391,5737.704918,"high"
"1555",121.557644,25.047772,4800,"high"
"1556",121.522755,25.064856,3939.393939,"high"
"1557",121.51395,25.049488,6285.714286,"low"
"1558",121.544127,25.033562,5925.925926,"high"
"1559",121.561134,25.030699,3500,"high"
"1560",121.549185,25.031523,5263.157895,"high"
"1561",121.513878,25.06417,608.3333333,"low"
"1562",121.546008,25.044847,4761.904762,"high"
"1563",121.55643,25.058239,6666.666667,"low"
"1564",121.525764,25.086654,2909.090909,"low"
"1565",121.552583,25.031251,2666.666667,"high"
"1566",121.544882,25.038231,3250,"high"
"1567",121.521424,25.062585,6633.333333,"high"
"1568",121.553298,25.047912,4210.526316,"high"
"1569",121.537948,25.051784,8050.314465,"high"
"1570",121.552495,25.052508,1650,"low"
"1571",121.52906,25.096419,1837.837838,"low"
"1572",121.526546,25.043273,3000,"high"
"1573",121.544202,25.036159,4545.454545,"high"
"1574",121.509372,25.04762,2500,"low"
"1575",121.554355,25.031859,2000,"high"
"1576",121.529111,25.04429,6153.846154,"high"
"1577",121.53338,25.042029,11034.48276,"high"
"1578",121.515187,25.054417,2836.879433,"low"
"1579",121.549185,25.031523,5000,"high"
"1580",121.532591,25.032891,2375,"high"
"1581",121.544882,25.038231,7179.487179,"high"
"1582",121.546008,25.044847,7833.333333,"high"
"1583",121.558091,25.05132,2222.222222,"low"
"1584",121.528652,25.024416,3428.571429,"high"
"1585",121.509179,25.028374,1307.692308,"high"
"1586",121.534549,25.025397,3947.368421,"high"
"1587",121.522373,25.052663,2528.735632,"high"
"1588",121.576025,25.048984,2352.941176,"high"
"1589",121.558111,25.048117,980,"low"
"1590",121.52359,25.054858,2031.25,"high"
"1591",121.546008,25.044847,2000,"high"
"1592",121.514099,25.054675,3000,"low"
"1593",121.522782,25.066854,3012.820513,"high"
"1594",121.507581,25.030732,2321.428571,"low"
"1595",121.559289,25.032233,1900,"high"
"1596",121.523746,25.045626,1636.363636,"high"
"1597",121.552583,25.031251,2392.638037,"high"
"1598",121.550678,25.039158,4640,"high"
"1599",121.525967,25.083489,2000,"low"
"1600",121.546008,25.044847,12500,"high"
"1601",121.522755,25.064856,2105.263158,"high"
"1602",121.553298,25.047912,2702.702703,"high"
"1603",121.521046,25.089794,2457.002457,"low"
"1604",121.524658,25.035516,1015.384615,"high"
"1605",121.533245,25.04458,2333.333333,"high"
"1606",121.51166,25.054089,5000,"low"
"1607",121.550678,25.039158,5000,"high"
"1608",121.537921,25.062144,10000,"high"
"1609",121.521924,25.079789,4199.160168,"low"
"1610",121.503424,25.046168,9000,"low"
"1611",121.54399,25.041391,10000,"high"
"1612",121.52776,25.024707,2173.913043,"high"
"1613",121.521748,25.063948,4545.454545,"high"
"1614",121.51166,25.054089,8000,"low"
"1615",121.528752,25.016064,18000,"high"
"1616",121.548478,25.047618,7500,"high"
"1617",121.558111,25.048117,1177.777778,"low"
"1618",121.505547,25.034076,1785.714286,"high"
"1619",121.553298,25.047912,833.3333333,"high"
"1620",121.558091,25.05132,1666.666667,"low"
"1621",121.577392,25.047274,3000,"low"
"1622",121.577392,25.047274,2000,"low"
"1623",121.612784,25.068946,2066.666667,"medium"
"1624",121.538983,25.055108,810.8108108,"high"
"1625",121.519611,25.046198,2000,"high"
"1626",121.519611,25.046198,2187.5,"high"
"1627",121.532475,25.043796,2857.142857,"high"
"1628",121.552495,25.052508,1650,"low"
"1629",121.559719,25.031618,2450,"high"
"1630",121.546641,25.043676,3125,"high"
"1631",121.55801,25.048635,4000,"low"
"1632",121.568494,25.05737,1638.438881,"low"
"1633",121.53285,25.015886,6000,"high"
"1634",121.570065,25.050049,4500,"high"
"1635",121.528271,25.052291,5000,"high"
"1636",121.528271,25.052291,1357.142857,"high"
"1637",121.547798,25.024482,2666.666667,"high"
"1638",121.526567,25.10302,1842.105263,"low"
"1639",121.577392,25.047274,1625,"high"
"1640",121.548359,25.051549,1571.428571,"low"
"1641",121.544131,25.047256,5866.666667,"high"
"1642",121.529402,25.02486,7500,"high"
"1643",121.543792,25.032595,5000,"high"
"1644",121.52529,25.106507,1909.090909,"low"
"1645",121.514892,25.046201,6900,"high"
"1646",121.529282,25.118608,3529.411765,"low"
"1647",121.533245,25.04458,4444.444444,"high"
"1648",121.533245,25.04458,3360,"high"
"1649",121.509372,25.04762,8000,"low"
"1650",121.543792,25.032595,3000,"high"
"1651",121.552583,25.031251,3000,"high"
"1652",121.552883,25.041847,6666.666667,"high"
"1653",121.533245,25.04458,3333.333333,"high"
"1654",121.534549,25.025397,5000,"high"
"1655",121.561134,25.030699,2500,"high"
"1656",121.546008,25.044847,4000,"high"
"1657",121.54399,25.041391,7500,"high"
"1658",121.557644,25.047772,4333.333333,"high"
"1659",121.544202,25.036159,4000,"high"
"1660",121.524658,25.035516,5520,"high"
"1661",121.534659,25.049634,4000,"high"
"1662",121.524659,25.023391,8571.428571,"high"
"1663",121.559719,25.031618,1578.947368,"high"
"1664",121.545006,25.043867,5000,"high"
"1665",121.555905,25.000134,1800,"medium"
"1666",121.524658,25.035516,4494.382022,"high"
"1667",121.522755,25.064856,4334.778259,"high"
"1668",121.558091,25.05132,1562.5,"low"
"1669",121.546008,25.044847,6000,"high"
"1670",121.548478,25.047618,1822.916667,"high"
"1671",121.526567,25.10302,2439.02439,"low"
"1672",121.544358,25.044321,1125,"high"
"1673",121.526567,25.10302,1600,"low"
"1674",121.513491,25.042408,3600,"high"
"1675",121.556349,25.039701,5555.555556,"high"
"1676",121.547018,25.038753,4444.444444,"high"
"1677",121.562862,25.042462,5357.142857,"high"
"1678",121.549328,25.047842,1824.324324,"low"
"1679",121.544127,25.033562,2571.428571,"high"
"1680",121.528271,25.052291,4666.666667,"high"
"1681",121.53338,25.042029,3250,"high"
"1682",121.538382,25.028691,5277.777778,"high"
"1683",121.533245,25.04458,3200,"low"
"1684",121.55274,25.032067,1363.636364,"high"
"1685",121.530307,25.048402,3797.468354,"high"
"1686",121.524909,25.055955,5000,"high"
"1687",121.549328,25.047842,3437.5,"low"
"1688",121.522373,25.052663,1222.222222,"high"
"1689",121.55643,25.058239,3142.857143,"low"
"1690",121.530307,25.048402,3666.666667,"high"
"1691",121.537372,25.056105,1904.761905,"low"
"1692",121.54399,25.041391,4534.883721,"high"
"1693",121.570065,25.050049,1447.368421,"high"
"1694",121.550928,25.051424,2954.545455,"low"
"1695",121.571582,25.050308,882.3529412,"low"
"1696",121.544268,25.048715,3600,"low"
"1697",121.519374,25.028204,1538.461538,"high"
"1698",121.565242,25.041292,6346.153846,"high"
"1699",121.538983,25.055108,810.8108108,"high"
"1700",121.554355,25.031859,4666.666667,"high"
"1701",121.549185,25.031523,4500,"high"
"1702",121.52359,25.054858,2720,"high"
"1703",121.507383,25.045444,1833.333333,"low"
"1704",121.524658,25.035516,3000,"high"
"1705",121.55643,25.058239,2700,"low"
"1706",121.561134,25.030699,2500,"high"
"1707",121.543792,25.032595,4250,"high"
"1708",121.559289,25.032233,2000,"high"
"1709",121.543792,25.032595,3750,"high"
"1710",121.548254,25.036737,2933.333333,"high"
"1711",121.548254,25.036737,3000,"high"
"1712",121.533096,25.03379,4000,"high"
"1713",121.533096,25.03379,4000,"high"
"1714",121.54399,25.041391,3000,"high"
"1715",121.544268,25.048715,4166.666667,"low"
"1716",121.55801,25.048635,5111.111111,"low"
"1717",121.530307,25.048402,4000,"low"
"1718",121.559289,25.032233,2400,"high"
"1719",121.544131,25.047256,8000,"low"
"1720",121.546008,25.044847,2380.952381,"high"
"1721",121.542028,25.047496,2500,"high"
"1722",121.539351,25.000381,620,"medium"
"1723",121.563741,25.053855,4250,"low"
"1724",121.53338,25.042029,5500,"high"
"1725",121.544131,25.047256,5500,"high"
"1726",121.529018,25.039667,2500,"high"
"1727",121.558111,25.048117,1466.666667,"low"
"1728",121.557111,25.060134,3000,"low"
"1729",121.509179,25.028374,828.5714286,"high"
"1730",121.547798,25.024482,1551.724138,"high"
"1731",121.557644,25.047772,8211.678832,"high"
"1732",121.507974,25.044561,2912.621359,"low"
"1733",121.523931,25.060435,3454.545455,"high"
"1734",121.524658,25.035516,3618.421053,"high"
"1735",121.54399,25.041391,20000,"high"
"1736",121.544882,25.038231,6000,"high"
"1737",121.524658,25.035516,4545.454545,"high"
"1738",121.532475,25.043796,2272.727273,"high"
"1739",121.525585,25.038065,4047.619048,"high"
"1740",121.532226,25.053959,1875,"high"
"1741",121.53338,25.042029,4666.666667,"high"
"1742",121.545006,25.043867,3500,"high"
"1743",121.534659,25.049634,4000,"high"
"1744",121.531493,25.025918,4333.333333,"high"
"1745",121.546008,25.044847,6000,"high"
"1746",121.559719,25.031618,3250,"high"
"1747",121.53338,25.042029,6000,"high"
"1748",121.51763,25.034352,3571.428571,"high"
"1749",121.528752,25.016064,7500,"high"
"1750",121.52359,25.054858,3266.666667,"low"
"1751",121.559115,25.085345,5000,"medium"
"1752",121.523746,25.045626,1000,"high"
"1753",121.517099,25.050143,3000,"low"
"1754",121.54399,25.041391,8888.888889,"high"
"1755",121.548478,25.047618,4800,"high"
"1756",121.546641,25.043676,6000,"high"
"1757",121.548359,25.051549,2416.666667,"low"
"1758",121.544127,25.033562,1333.333333,"high"
"1759",121.55643,25.058239,4400,"low"
"1760",121.558091,25.05132,4000,"low"
"1761",121.528204,25.063079,2000,"high"
"1762",121.548478,25.047618,3920,"high"
"1763",121.522919,25.05203,2666.666667,"high"
"1764",121.555905,25.000134,2200,"medium"
"1765",121.553298,25.047912,6666.666667,"high"
"1766",121.519124,25.053591,2666.666667,"low"
"1767",121.550678,25.039158,1750,"high"
"1768",121.54399,25.041391,5555.555556,"high"
"1769",121.523221,25.026833,2370.990237,"high"
"1770",121.50778,25.045814,5000,"low"
"1771",121.528652,25.024416,4444.444444,"high"
"1772",121.537921,25.062144,5000,"high"
"1773",121.530288,25.119226,1422.764228,"low"
"1774",121.537921,25.062144,3333.333333,"low"
"1775",121.523221,25.026833,1734.693878,"high"
"1776",121.521977,25.049638,2800,"high"
"1777",121.527284,25.033148,6000,"high"
"1778",121.521516,25.057894,2400,"low"
"1779",121.528652,25.024416,10000,"high"
"1780",121.528204,25.063079,3000,"high"
"1781",121.553298,25.047912,7333.333333,"high"
"1782",121.552583,25.031251,4800,"high"
"1783",121.551899,25.044223,7500,"high"
"1784",121.561134,25.030699,3600,"high"
"1785",121.544131,25.047256,4000,"high"
"1786",121.544127,25.033562,3000,"high"
"1787",121.548254,25.036737,3750,"high"
"1788",121.524659,25.023391,3000,"high"
"1789",121.548478,25.047618,4000,"high"
"1790",121.546008,25.044847,5000,"high"
"1791",121.550088,25.027932,2678.571429,"high"
"1792",121.522078,25.051348,1800,"high"
"1793",121.528271,25.052291,3555.555556,"high"
"1794",121.554355,25.031859,4666.666667,"high"
"1795",121.528652,25.024416,6538.461538,"high"
"1796",121.552323,25.042176,15000,"high"
"1797",121.562862,25.042462,5106.382979,"high"
"1798",121.557644,25.047772,4375,"high"
"1799",121.546008,25.044847,2000,"high"
"1800",121.522781,25.051337,3400,"high"
"1801",121.53285,25.015886,4571.428571,"high"
"1802",121.522373,25.052663,1905.325444,"high"
"1803",121.52359,25.054858,1753.424658,"high"
"1804",121.568165,25.045872,1505.016722,"high"
"1805",121.552495,25.052508,6000,"low"
"1806",121.52529,25.106507,1866.666667,"low"
"1807",121.566401,25.043553,3673.469388,"high"
"1808",121.568165,25.045872,2193.548387,"high"
"1809",121.547689,25.02644,1000,"high"
"1810",121.54399,25.041391,2400,"high"
"1811",121.568165,25.045872,1250,"high"
"1812",121.544131,25.047256,2941.176471,"low"
"1813",121.545326,25.042028,8750,"high"
"1814",121.51382,25.044099,1400,"high"
"1815",121.548478,25.047618,4444.444444,"high"
"1816",121.554355,25.031859,8800,"high"
"1817",121.530307,25.048402,2352.941176,"high"
"1818",121.518781,25.044768,2688.172043,"high"
"1819",121.527284,25.033148,10000,"high"
"1820",121.537596,25.008783,1170.212766,"medium"
"1821",121.551023,25.080243,666.6666667,"high"
"1822",121.552583,25.031251,3409.090909,"high"
"1823",121.528204,25.063079,2571.428571,"high"
"1824",121.581569,25.050812,3800,"low"
"1825",121.52529,25.106507,1909.090909,"low"
"1826",121.548254,25.036737,1520,"high"
"1827",121.565242,25.041292,2500,"high"
"1828",121.544131,25.047256,4000,"high"
"1829",121.577392,25.047274,1500,"low"
"1830",121.530348,25.043935,1842.105263,"high"
"1831",121.534659,25.049634,2333.333333,"high"
"1832",121.519611,25.046198,3000,"high"
"1833",121.522919,25.05203,5434.782609,"high"
"1834",121.556675,25.051035,1750,"low"
"1835",121.519611,25.046198,4500,"high"
"1836",121.532591,25.032891,1980,"high"
"1837",121.544131,25.047256,6666.666667,"high"
"1838",121.544131,25.047256,6600,"high"
"1839",121.568165,25.045872,2000,"high"
"1840",121.527224,25.024583,2173.913043,"high"
"1841",121.538855,25.078913,5000,"high"
"1842",121.537921,25.062144,3700,"high"
"1843",121.544127,25.033562,2238.80597,"high"
"1844",121.54399,25.041391,5217.391304,"high"
"1845",121.539794,25.058057,1395.833333,"low"
"1846",121.528752,25.016064,3750,"high"
"1847",121.5501,25.057935,8000,"low"
"1848",121.514039,25.027826,1254.385965,"high"
"1849",121.519521,25.032073,6451.612903,"high"
"1850",121.518434,25.025074,3611.111111,"high"
"1851",121.557644,25.047772,5375,"low"
"1852",121.557644,25.047772,4926.829268,"low"
"1853",121.557644,25.047772,5127.659574,"low"
"1854",121.557644,25.047772,5400,"low"
"1855",121.517376,25.034307,3333.333333,"high"
"1856",121.523746,25.045626,1860.119048,"high"
"1857",121.557644,25.047772,4755.555556,"low"
"1858",121.519611,25.046198,1481.481481,"high"
"1859",121.522921,25.062953,4193.548387,"high"
"1860",121.54399,25.041391,6000,"high"
"1861",121.544131,25.047256,2954.545455,"high"
"1862",121.523746,25.045626,4435.483871,"high"
"1863",121.528204,25.063079,2068.965517,"high"
"1864",121.500708,25.030995,3833.333333,"low"
"1865",121.577392,25.047274,8000,"high"
"1866",121.558091,25.05132,3238.095238,"low"
"1867",121.544127,25.033562,5583.333333,"high"
"1868",121.54399,25.041391,10363.63636,"high"
"1869",121.544131,25.047256,7333.333333,"high"
"1870",121.531493,25.025918,1730.769231,"high"
"1871",121.546008,25.044847,5666.666667,"high"
"1872",121.527987,25.063311,4583.333333,"high"
"1873",121.55643,25.058239,3666.666667,"low"
"1874",121.549185,25.031523,3142.857143,"high"
"1875",121.553298,25.047912,7083.333333,"high"
"1876",121.561134,25.030699,2200,"high"
"1877",121.528271,25.052291,3920,"high"
"1878",121.565534,25.050247,1666.666667,"low"
"1879",121.528652,25.024416,6000,"high"
